camera,camera_indicator,total_apps,running_process,total_apps_with_internet_permission,upload_rate,download_rate,firewall_stat,malicious_website_visits,running_process_with_all_permission,malicious_stat,risk_factor
0,0,15,7,10,130,384,0,1,2,1,medium
1,0,15,9,10,111,316,0,0,1,1,medium
1,1,15,7,10,33,25,0,0,2,0,medium
0,0,15,7,10,125,147,1,0,1,0,low
1,1,15,7,10,52,497,1,0,3,0,low
1,1,15,8,10,173,49,1,1,0,0,low
0,0,15,1,10,35,488,0,1,2,0,medium
1,1,15,2,10,117,259,0,1,3,0,medium
0,0,15,0,10,0,0,0,0,0,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,2,10,30,100,0,0,3,1,medium
1,0,15,5,10,193,198,0,0,2,1,medium
1,0,15,6,10,113,80,1,1,3,1,medium
0,0,15,10,10,157,491,1,1,0,0,low
1,1,15,2,10,116,448,1,1,3,0,low
1,1,15,9,10,1,458,1,0,3,0,low
0,0,15,7,10,145,78,0,0,2,1,medium
0,0,15,1,10,134,461,0,1,1,1,medium
0,0,15,1,10,156,85,0,0,2,1,medium
1,1,15,3,10,92,361,1,1,0,0,low
1,0,15,1,10,186,464,0,1,1,1,high
1,0,15,1,10,87,452,0,0,1,1,medium
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,1,10,10,163,0,1,2,1,high
0,0,15,8,10,170,319,1,1,0,0,low
1,0,15,7,10,11,255,0,1,3,1,high
1,1,15,10,10,111,330,1,1,2,0,low
0,0,15,5,10,179,483,1,1,3,0,low
0,0,15,5,10,100,15,1,1,1,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
1,1,15,4,10,67,263,0,1,2,1,medium
0,0,15,8,10,28,182,1,0,1,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,1,15,8,10,110,63,1,1,0,0,low
0,0,15,5,10,147,138,1,1,1,0,low
0,0,15,2,10,179,48,1,0,0,0,low
1,0,15,7,10,191,163,1,0,2,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,7,10,149,314,1,1,0,0,low
1,0,15,10,10,79,184,1,0,0,0,medium
0,0,15,8,10,157,130,0,1,1,0,medium
0,0,15,9,10,182,410,1,0,1,0,low
1,1,15,7,10,104,140,0,0,0,0,medium
1,1,15,5,10,186,218,0,0,2,1,medium
0,0,15,8,10,61,183,1,0,3,0,low
1,1,15,9,10,199,408,0,0,3,1,medium
0,0,15,0,10,0,0,0,0,0,0,medium
1,1,15,6,10,157,423,1,0,2,0,low
1,0,15,5,10,24,59,0,0,1,1,medium
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,1,10,183,312,1,0,2,0,low
1,1,15,3,10,197,338,1,0,0,0,low
0,0,15,10,10,156,30,0,0,0,1,medium
1,0,15,9,10,35,330,0,1,1,1,high
0,0,15,10,10,27,408,1,1,0,0,low
0,0,15,6,10,72,120,0,1,2,1,medium
1,1,15,1,10,79,247,0,1,0,1,medium
0,0,15,10,10,104,25,1,1,1,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
1,1,15,7,10,11,466,0,1,1,0,medium
0,0,15,2,10,160,396,1,0,1,0,low
0,0,15,3,10,23,500,0,0,2,1,medium
1,1,15,1,10,132,21,1,0,1,0,low
0,0,15,3,10,189,352,0,0,2,0,medium
0,0,15,5,10,83,458,0,1,1,1,medium
1,1,15,7,10,65,324,0,1,2,0,medium
1,1,15,7,10,165,150,1,0,3,0,low
1,0,15,10,10,57,76,1,0,3,0,medium
0,0,15,1,10,42,99,1,1,1,0,low
1,1,15,4,10,0,158,0,0,0,1,medium
0,0,15,7,10,117,409,1,1,2,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,3,10,11,318,0,1,3,1,high
1,0,15,9,10,29,465,1,0,0,1,medium
0,0,15,10,10,173,382,0,1,3,1,medium
0,0,15,3,10,80,377,1,0,2,0,low
0,0,15,6,10,137,172,0,1,3,0,medium
0,0,15,2,10,33,273,1,1,1,0,low
0,0,15,10,10,80,497,1,0,3,0,low
1,0,15,2,10,27,304,0,1,0,0,medium
1,1,15,2,10,69,302,0,0,1,0,medium
1,1,15,3,10,91,91,1,1,1,0,low
0,0,15,9,10,168,500,1,1,0,0,low
1,0,15,8,10,180,141,1,1,1,0,medium
0,0,15,7,10,49,124,0,1,2,0,medium
0,0,15,9,10,194,250,1,0,3,0,low
0,0,15,4,10,198,233,1,1,0,0,low
1,1,15,8,10,51,381,1,0,3,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,8,10,48,274,0,0,0,1,medium
1,0,15,8,10,21,115,1,0,2,1,medium
1,1,15,4,10,59,210,0,1,0,1,medium
0,0,15,6,10,147,474,0,1,1,1,medium
0,0,15,9,10,168,494,0,0,0,1,medium
1,1,15,4,10,100,339,1,1,0,0,low
0,0,15,5,10,122,161,0,1,0,1,medium
1,1,15,3,10,96,265,0,0,0,1,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,1,10,48,239,1,0,3,0,low
1,0,15,10,10,124,424,1,1,1,1,medium
0,0,15,4,10,190,112,1,1,3,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,1,15,4,10,125,452,0,1,3,0,medium
0,0,15,5,10,147,59,0,0,2,0,medium
0,0,15,2,10,149,138,1,1,3,0,low
0,0,15,6,10,149,382,0,1,2,1,medium
1,0,15,8,10,113,241,1,1,2,1,medium
0,0,15,3,10,96,148,0,0,1,1,medium
1,1,15,4,10,140,357,0,1,0,1,medium
0,0,15,3,10,117,315,1,0,1,0,low
0,0,15,3,10,144,424,1,1,2,0,low
1,1,15,4,10,67,426,1,1,3,0,low
1,1,15,7,10,55,285,0,0,1,0,medium
0,0,15,9,10,35,422,0,0,0,0,medium
1,1,15,6,10,143,54,0,0,2,0,medium
0,0,15,7,10,179,369,0,0,0,1,medium
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,1,10,112,128,0,0,2,0,medium
0,0,15,5,10,154,394,1,1,3,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,7,10,2,453,1,1,2,0,low
1,1,15,8,10,18,222,0,1,3,0,medium
1,1,15,6,10,124,189,1,1,2,0,low
0,0,15,4,10,116,306,1,1,2,0,low
1,0,15,10,10,103,193,1,0,1,0,medium
1,0,15,7,10,194,367,0,1,2,1,high
0,0,15,1,10,54,213,1,0,3,0,low
1,0,15,4,10,190,102,1,1,1,0,medium
0,0,15,7,10,170,97,0,1,2,1,medium
0,0,15,6,10,71,478,0,1,2,0,medium
1,1,15,5,10,10,249,0,1,2,0,medium
0,0,15,10,10,70,245,1,1,3,0,low
0,0,15,7,10,0,355,1,0,1,0,low
0,0,15,9,10,187,145,0,0,2,1,medium
0,0,15,10,10,118,93,1,1,0,0,low
0,0,15,3,10,169,318,1,1,2,0,low
0,0,15,5,10,136,440,0,1,0,0,medium
1,0,15,1,10,24,273,0,0,2,0,medium
1,0,15,4,10,128,49,0,1,0,0,medium
0,0,15,8,10,18,291,1,0,3,0,low
1,0,15,4,10,185,280,0,0,1,0,medium
0,0,15,3,10,10,315,0,0,3,0,medium
1,1,15,2,10,32,83,0,0,3,1,medium
0,0,15,3,10,124,67,1,0,2,0,low
0,0,15,10,10,66,312,1,0,3,0,low
1,1,15,1,10,184,284,1,0,1,0,low
1,0,15,2,10,193,230,1,0,1,1,medium
1,1,15,2,10,37,336,1,1,1,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
1,0,15,9,10,84,273,0,0,2,1,medium
0,0,15,2,10,24,241,0,0,1,0,medium
0,0,15,5,10,49,95,1,0,0,0,low
0,0,15,3,10,50,352,1,0,0,0,low
1,0,15,2,10,98,92,0,0,0,1,medium
0,0,15,1,10,122,353,1,1,1,0,low
1,1,15,5,10,34,328,1,0,0,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
0,0,15,8,10,155,16,1,1,0,0,low
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,5,10,49,315,0,0,0,0,medium
0,0,15,10,10,1,372,0,1,2,0,medium
0,0,15,2,10,171,132,1,1,1,0,low
1,1,15,8,10,2,27,0,1,1,1,medium
1,1,15,8,10,7,249,1,1,2,0,low
0,0,15,3,10,32,23,1,0,2,0,low
0,0,15,5,10,15,365,0,0,1,0,medium
0,0,15,10,10,40,252,0,1,1,0,medium
1,1,15,10,10,177,289,1,0,0,0,low
0,0,15,2,10,56,104,0,1,2,1,medium
0,0,15,2,10,52,419,1,0,1,0,low
0,0,15,1,10,157,160,0,0,0,0,medium
0,0,15,6,10,145,291,0,0,3,1,medium
0,0,15,7,10,197,359,0,0,1,1,medium
0,0,15,1,10,73,57,0,1,2,0,medium
0,0,15,1,10,156,73,1,1,0,0,low
0,0,15,1,10,160,427,1,0,3,0,low
0,0,15,3,10,78,431,0,0,0,0,medium
1,1,15,2,10,61,175,1,0,3,0,low
1,1,15,2,10,91,335,1,0,3,0,low
1,1,15,5,10,146,183,1,1,0,0,low
1,1,15,9,10,1,360,1,1,2,0,low
1,0,15,9,10,56,16,1,0,0,1,medium
1,0,15,5,10,92,158,0,0,3,0,medium
0,0,15,8,10,155,58,1,1,3,0,low
0,0,15,5,10,106,225,0,0,1,1,medium
0,0,15,4,10,140,483,0,0,0,1,medium
1,0,15,7,10,37,341,0,1,1,1,high
1,1,15,5,10,63,280,0,1,0,1,medium
1,1,15,7,10,95,420,0,1,3,1,medium
0,0,15,4,10,185,476,1,1,0,0,low
1,0,15,2,10,61,494,1,0,0,1,medium
1,0,15,1,10,50,284,1,1,3,1,medium
0,0,15,4,10,111,179,1,0,1,0,low
1,0,15,3,10,7,136,0,0,1,1,medium
0,0,15,8,10,39,135,0,1,0,1,medium
1,1,15,5,10,145,449,0,0,3,0,medium
0,0,15,10,10,62,441,0,0,0,0,medium
0,0,15,5,10,42,357,0,0,2,0,medium
1,1,15,6,10,75,331,0,0,2,0,medium
1,1,15,7,10,28,239,1,1,3,0,low
1,1,15,9,10,144,350,1,1,3,0,low
1,0,15,7,10,59,427,0,1,3,1,high
0,0,15,1,10,178,437,0,0,1,0,medium
0,0,15,4,10,193,160,0,0,3,0,medium
1,1,15,9,10,72,348,0,0,1,1,medium
1,0,15,8,10,44,36,1,1,2,1,medium
1,0,15,2,10,130,74,0,0,3,0,medium
1,0,15,3,10,161,429,0,0,1,1,medium
0,0,15,1,10,164,201,1,0,3,0,low
1,0,15,2,10,68,483,1,0,0,1,medium
0,0,15,9,10,37,359,1,1,1,0,low
0,0,15,6,10,45,397,1,1,2,0,low
0,0,15,6,10,9,233,0,0,1,0,medium
1,0,15,10,10,3,361,1,1,3,1,medium
1,0,15,6,10,37,298,1,0,0,0,medium
0,0,15,5,10,187,265,1,0,1,0,low
0,0,15,1,10,143,335,0,1,1,1,medium
1,1,15,1,10,92,416,0,0,2,0,medium
0,0,15,0,10,0,0,0,0,0,1,medium
1,1,15,8,10,132,405,0,0,0,0,medium
1,1,15,7,10,157,488,1,0,2,0,low
1,1,15,5,10,3,455,0,1,2,1,medium
0,0,15,6,10,82,32,1,0,0,0,low
1,0,15,10,10,163,479,1,1,2,0,medium
0,0,15,2,10,20,84,0,1,1,0,medium
1,1,15,6,10,7,309,0,0,3,0,medium
1,0,15,8,10,79,490,0,0,3,0,medium
1,0,15,1,10,47,32,0,0,2,1,medium
1,0,15,4,10,172,198,1,0,2,1,medium
1,0,15,1,10,155,499,1,1,0,1,medium
0,0,15,7,10,153,491,0,1,2,0,medium
0,0,15,5,10,3,100,0,1,1,1,medium
1,1,15,5,10,124,295,1,1,3,0,low
1,1,15,7,10,121,91,0,0,1,0,medium
0,0,15,5,10,75,164,0,1,0,1,medium
1,0,15,10,10,68,236,1,1,1,1,medium
0,0,15,4,10,180,124,1,0,2,0,low
1,1,15,3,10,2,43,1,1,2,0,low
0,0,15,2,10,14,288,1,1,0,0,low
1,0,15,6,10,82,199,0,0,2,1,medium
0,0,15,7,10,108,131,0,1,1,1,medium
1,1,15,7,10,42,278,1,1,3,0,low
1,1,15,4,10,131,465,0,0,1,1,medium
1,1,15,2,10,25,350,0,1,0,1,medium
1,1,15,1,10,12,362,1,0,2,0,low
1,0,15,2,10,109,177,1,0,0,0,medium
0,0,15,10,10,44,75,0,0,1,1,medium
0,0,15,2,10,88,73,1,1,0,0,low
0,0,15,9,10,49,449,1,0,3,0,low
1,0,15,9,10,153,350,1,0,1,1,medium
0,0,15,3,10,106,146,0,1,2,0,medium
1,0,15,1,10,112,149,0,1,0,0,medium
1,1,15,6,10,160,492,1,1,0,0,low
1,0,15,9,10,8,371,1,0,2,0,medium
0,0,15,0,10,0,0,0,0,0,0,medium
0,0,15,3,10,145,77,1,0,3,0,low
1,0,15,2,10,64,22,1,0,1,0,medium
1,0,15,9,10,110,447,0,0,3,1,medium
1,0,15,7,10,121,427,0,0,2,1,medium
1,1,15,9,10,78,309,1,1,1,0,low
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,3,10,84,238,0,1,1,0,medium
1,1,15,10,10,200,52,0,0,2,0,medium
0,0,15,6,10,34,329,1,1,2,0,low
0,0,15,9,10,138,191,1,0,1,0,low
0,0,15,2,10,66,159,0,1,3,0,medium
0,0,15,10,10,62,382,1,0,1,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
1,0,15,8,10,191,393,0,0,1,0,medium
1,1,15,2,10,27,441,1,0,2,0,low
0,0,15,6,10,132,178,0,0,3,0,medium
1,1,15,6,10,132,319,0,0,1,0,medium
0,0,15,5,10,183,193,1,0,2,0,low
0,0,15,6,10,47,63,1,1,2,0,low
0,0,15,6,10,135,145,1,0,3,0,low
1,1,15,1,10,100,444,0,1,3,1,medium
0,0,15,4,10,114,139,0,1,0,1,medium
1,1,15,7,10,187,314,1,1,1,0,low
1,0,15,6,10,118,29,0,0,2,1,medium
1,0,15,6,10,146,389,1,0,2,1,medium
0,0,15,9,10,31,392,0,0,3,0,medium
0,0,15,3,10,70,180,1,1,3,0,low
1,0,15,3,10,8,191,0,1,2,1,high
1,0,15,7,10,160,497,0,1,2,1,high
0,0,15,6,10,194,318,0,1,2,1,medium
0,0,15,4,10,6,394,1,0,1,0,low
0,0,15,6,10,112,374,1,0,3,0,low
0,0,15,1,10,0,211,1,0,2,0,low
1,1,15,3,10,155,9,0,1,2,0,medium
1,0,15,7,10,182,440,1,0,3,1,medium
1,1,15,1,10,106,276,1,1,3,0,low
0,0,15,7,10,50,103,0,1,2,0,medium
0,0,15,1,10,177,379,0,0,3,0,medium
1,1,15,7,10,106,96,0,1,0,0,medium
0,0,15,9,10,115,155,0,1,1,0,medium
1,0,15,2,10,64,55,0,1,1,1,high
0,0,15,1,10,2,129,0,0,0,1,medium
1,0,15,2,10,199,271,1,1,3,0,medium
0,0,15,9,10,43,472,1,0,1,0,low
1,0,15,4,10,135,138,0,0,2,0,medium
1,1,15,8,10,177,345,1,1,2,0,low
1,0,15,3,10,93,70,0,0,3,1,medium
1,0,15,1,10,58,138,1,1,1,1,medium
0,0,15,3,10,118,345,1,1,1,0,low
1,1,15,6,10,80,455,1,0,0,0,low
0,0,15,1,10,14,36,1,1,1,0,low
1,1,15,8,10,181,355,1,0,1,0,low
0,0,15,9,10,63,11,1,1,3,0,low
1,1,15,1,10,6,471,0,0,2,0,medium
1,0,15,1,10,95,216,0,1,1,1,high
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,10,10,68,456,1,0,2,0,low
0,0,15,5,10,160,152,1,1,0,0,low
1,0,15,5,10,33,482,0,0,0,0,medium
1,1,15,2,10,123,241,1,1,3,0,low
0,0,15,7,10,74,329,0,1,3,1,medium
0,0,15,4,10,95,110,0,0,1,0,medium
0,0,15,8,10,97,112,1,1,3,0,low
1,1,15,8,10,145,330,0,0,0,1,medium
1,1,15,8,10,144,476,1,1,0,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,7,10,162,29,0,0,2,0,medium
1,1,15,1,10,3,379,0,1,1,1,medium
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,1,10,89,184,0,0,2,0,medium
0,0,15,10,10,4,491,1,0,0,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,10,10,56,266,0,0,0,0,medium
0,0,15,9,10,43,400,1,1,3,0,low
0,0,15,9,10,110,57,0,0,3,0,medium
0,0,15,5,10,193,467,1,0,1,0,low
1,1,15,1,10,91,81,1,1,1,0,low
0,0,15,6,10,119,416,0,1,2,1,medium
0,0,15,9,10,129,418,0,1,1,0,medium
0,0,15,7,10,128,460,0,0,2,0,medium
1,0,15,3,10,77,473,1,0,1,0,medium
0,0,15,4,10,112,300,0,1,3,0,medium
1,0,15,4,10,184,91,1,1,3,0,medium
1,0,15,6,10,171,10,1,1,2,1,medium
1,0,15,7,10,28,354,1,1,0,0,medium
0,0,15,7,10,109,182,0,1,1,1,medium
1,0,15,7,10,30,226,1,0,0,1,medium
0,0,15,7,10,143,413,1,0,2,0,low
0,0,15,1,10,147,356,0,1,3,1,medium
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,10,10,181,409,0,1,3,0,medium
1,1,15,9,10,190,465,0,0,2,1,medium
1,0,15,8,10,110,68,0,1,0,0,medium
1,0,15,6,10,24,136,1,1,0,0,medium
1,0,15,3,10,47,150,1,0,2,0,medium
0,0,15,10,10,106,244,1,1,0,0,low
1,0,15,2,10,29,229,0,1,1,1,high
1,1,15,4,10,103,45,1,0,1,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,8,10,81,200,1,0,1,0,medium
1,1,15,6,10,182,258,1,0,2,0,low
0,0,15,7,10,161,391,0,0,3,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,5,10,115,87,0,0,2,1,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,3,10,180,39,0,0,3,1,medium
0,0,15,10,10,22,35,0,1,3,1,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,1,10,89,312,0,0,3,1,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,1,15,6,10,8,77,0,1,1,0,medium
0,0,15,4,10,109,162,1,0,3,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
1,1,15,3,10,199,67,0,0,1,1,medium
0,0,15,10,10,5,357,1,1,3,0,low
0,0,15,5,10,79,11,1,1,0,0,low
1,1,15,7,10,29,371,1,1,0,0,low
0,0,15,1,10,190,352,1,0,3,0,low
0,0,15,6,10,24,368,1,1,1,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,9,10,189,424,0,0,2,1,medium
0,0,15,9,10,58,441,1,0,1,0,low
0,0,15,10,10,8,365,0,0,0,1,medium
0,0,15,0,10,0,0,0,0,0,0,medium
1,0,15,1,10,81,289,0,1,0,1,medium
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,6,10,89,496,0,1,3,0,medium
0,0,15,9,10,174,246,0,1,2,1,medium
1,1,15,10,10,117,353,1,0,3,0,low
0,0,15,5,10,6,281,0,1,1,0,medium
0,0,15,0,10,0,0,0,0,0,1,medium
1,1,15,8,10,148,131,1,1,3,0,low
1,1,15,7,10,122,483,1,1,3,0,low
1,1,15,3,10,78,323,1,1,0,0,low
1,1,15,3,10,88,56,0,0,1,0,medium
1,0,15,8,10,16,41,1,0,1,0,medium
1,0,15,4,10,104,336,1,1,1,0,medium
1,0,15,4,10,60,65,0,1,1,1,high
1,1,15,2,10,118,230,1,0,0,0,low
1,0,15,2,10,111,156,0,1,2,1,high
1,0,15,5,10,166,360,0,1,1,1,high
1,0,15,2,10,169,438,0,0,0,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,7,10,18,490,1,0,2,0,medium
1,1,15,6,10,39,293,1,0,2,0,low
0,0,15,6,10,121,398,1,0,3,0,low
0,0,15,5,10,9,162,0,0,0,1,medium
0,0,15,3,10,155,318,1,1,3,0,low
1,1,15,2,10,41,21,0,0,2,1,medium
1,1,15,5,10,188,417,1,0,1,0,low
1,0,15,2,10,14,285,0,0,2,1,medium
1,0,15,6,10,198,149,0,0,1,1,medium
1,1,15,1,10,17,444,0,1,2,1,medium
0,0,15,10,10,40,322,0,0,3,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,5,10,147,247,1,1,0,0,medium
1,1,15,8,10,14,359,1,0,2,0,low
1,0,15,10,10,195,289,0,0,0,1,medium
1,0,15,6,10,83,169,1,0,1,0,medium
1,1,15,4,10,9,253,0,0,1,1,medium
0,0,15,7,10,52,179,0,1,0,0,medium
1,0,15,4,10,67,164,1,0,1,1,medium
1,0,15,10,10,159,192,1,0,1,0,medium
1,0,15,7,10,56,141,1,1,0,1,medium
0,0,15,9,10,75,308,0,1,3,1,medium
1,0,15,6,10,43,158,1,0,0,1,medium
0,0,15,5,10,70,208,0,1,1,1,medium
1,0,15,6,10,104,192,0,1,3,1,high
0,0,15,6,10,49,300,0,1,0,0,medium
0,0,15,6,10,155,229,1,1,2,0,low
0,0,15,3,10,35,424,1,0,3,0,low
0,0,15,8,10,21,4,0,0,2,1,medium
1,1,15,2,10,32,56,0,0,2,0,medium
0,0,15,5,10,184,62,1,1,1,0,low
1,0,15,2,10,173,170,0,1,0,0,medium
1,1,15,1,10,52,280,1,0,0,0,low
0,0,15,2,10,157,21,1,1,0,0,low
1,1,15,10,10,0,286,1,0,2,0,low
0,0,15,9,10,128,119,0,0,0,1,medium
0,0,15,3,10,192,178,1,1,3,0,low
1,0,15,3,10,134,368,1,0,1,0,medium
1,0,15,5,10,136,283,1,0,0,1,medium
1,0,15,8,10,108,184,1,0,0,1,medium
0,0,15,1,10,117,425,1,1,1,0,low
1,1,15,2,10,112,356,1,0,2,0,low
1,0,15,3,10,121,214,1,1,3,0,medium
0,0,15,9,10,100,351,0,0,3,1,medium
0,0,15,8,10,86,121,1,1,3,0,low
1,0,15,5,10,24,10,0,0,1,1,medium
0,0,15,4,10,112,440,1,0,2,0,low
0,0,17,0,12,0,0,0,0,0,0,medium
1,0,17,10,12,175,112,0,0,0,0,medium
1,1,17,10,12,152,307,1,0,2,0,low
1,1,17,8,12,175,47,1,0,3,0,low
0,0,17,6,12,147,471,0,1,3,0,medium
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,0,12,0,0,1,0,0,0,low
1,0,17,6,12,154,392,0,1,2,1,high
1,1,17,6,12,157,339,1,0,0,0,low
0,0,17,6,12,18,465,0,0,1,0,medium
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,6,12,83,462,0,0,3,0,medium
0,0,17,9,12,163,250,0,1,0,1,medium
0,0,17,10,12,83,151,0,0,0,0,medium
1,1,17,4,12,56,268,1,0,3,0,low
0,0,17,4,12,109,31,1,0,2,0,low
1,1,17,1,12,64,263,0,1,3,0,medium
0,0,17,6,12,165,320,0,0,3,1,medium
0,0,17,5,12,177,312,0,0,2,0,medium
1,0,17,7,12,20,435,0,1,0,1,medium
1,1,17,3,12,175,456,1,0,3,0,low
0,0,17,8,12,86,93,0,0,0,0,medium
1,1,17,7,12,131,410,1,0,0,0,low
0,0,17,1,12,145,45,0,0,2,1,medium
0,0,17,4,12,61,234,1,0,0,0,low
1,1,17,5,12,157,195,1,1,0,0,low
1,0,17,7,12,107,423,0,1,3,1,high
1,1,17,2,12,163,233,0,1,3,1,medium
0,0,17,3,12,177,339,0,1,2,0,medium
1,0,17,9,12,88,423,0,1,3,1,high
1,1,17,10,12,16,56,0,1,3,1,medium
1,0,17,7,12,59,204,1,0,1,0,medium
0,0,17,9,12,184,391,0,0,3,0,medium
1,0,17,2,12,39,364,0,1,1,1,high
0,0,17,8,12,71,134,1,0,0,0,low
1,0,17,3,12,154,313,1,1,0,0,medium
0,0,17,6,12,158,365,1,0,3,0,low
1,1,17,1,12,90,45,1,0,3,0,low
0,0,17,8,12,65,412,1,1,1,0,low
1,0,17,4,12,97,458,1,0,0,1,medium
0,0,17,7,12,41,156,1,0,2,0,low
1,0,17,8,12,85,480,0,0,1,1,medium
0,0,17,7,12,183,356,1,0,3,0,low
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,7,12,164,172,1,1,3,0,low
0,0,17,3,12,13,34,0,0,1,0,medium
1,0,17,2,12,0,136,1,0,2,1,medium
1,1,17,5,12,50,24,0,0,2,1,medium
0,0,17,8,12,49,25,0,1,2,1,medium
0,0,17,6,12,160,134,1,0,2,0,low
0,0,17,10,12,195,446,0,0,3,1,medium
1,0,17,2,12,21,459,1,0,0,1,medium
0,0,17,8,12,169,14,0,1,2,0,medium
0,0,17,2,12,37,24,1,0,0,0,low
0,0,17,2,12,23,233,1,1,2,0,low
1,1,17,4,12,177,31,1,1,3,0,low
0,0,17,10,12,151,292,0,1,1,1,medium
0,0,17,7,12,175,165,0,0,2,0,medium
1,0,17,2,12,185,326,0,1,3,1,high
1,1,17,3,12,110,281,0,1,3,0,medium
1,1,17,4,12,186,99,0,1,0,0,medium
0,0,17,8,12,105,343,0,0,1,1,medium
0,0,17,9,12,187,154,0,0,1,1,medium
0,0,17,10,12,140,278,0,1,2,0,medium
1,0,17,8,12,90,66,1,1,3,1,medium
0,0,17,9,12,55,185,1,1,0,0,low
1,1,17,3,12,32,48,0,0,2,0,medium
0,0,17,1,12,29,220,1,1,0,0,low
1,0,17,6,12,1,67,1,0,1,0,medium
0,0,17,3,12,191,6,1,0,1,0,low
0,0,17,8,12,55,336,0,0,3,0,medium
0,0,17,4,12,162,268,1,1,0,0,low
0,0,17,1,12,198,73,0,0,2,1,medium
1,0,17,10,12,52,312,0,1,2,1,high
0,0,17,10,12,30,169,1,1,1,0,low
0,0,17,5,12,132,276,0,0,3,0,medium
0,0,17,4,12,127,85,0,1,1,0,medium
1,0,17,1,12,39,287,0,0,0,1,medium
1,0,17,4,12,40,412,0,1,3,1,high
1,1,17,8,12,175,220,0,1,2,0,medium
0,0,17,6,12,170,204,0,1,2,0,medium
1,0,17,10,12,133,113,1,0,1,1,medium
0,0,17,9,12,196,288,0,1,1,1,medium
1,0,17,5,12,152,246,1,0,0,0,medium
1,0,17,3,12,153,233,0,0,3,1,medium
0,0,17,7,12,194,335,0,1,1,1,medium
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,1,12,42,487,1,0,1,0,low
1,0,17,8,12,29,197,0,0,2,0,medium
1,0,17,1,12,51,203,1,0,2,0,medium
1,0,17,1,12,85,438,1,0,0,1,medium
1,1,17,8,12,112,374,0,0,0,1,medium
0,0,17,6,12,74,193,1,0,1,0,low
1,1,17,1,12,138,373,1,1,1,0,low
1,1,17,9,12,24,117,1,1,0,0,low
0,0,17,7,12,174,218,0,0,3,0,medium
0,0,17,6,12,52,236,1,1,0,0,low
0,0,17,10,12,83,40,0,0,1,1,medium
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,8,12,115,151,0,1,3,1,medium
0,0,17,3,12,11,155,1,1,3,0,low
0,0,17,1,12,12,296,1,0,0,0,low
0,0,17,0,12,0,0,1,0,0,0,low
0,0,17,3,12,71,162,0,1,0,0,medium
1,1,17,4,12,196,298,0,0,1,1,medium
1,1,17,3,12,46,336,1,0,2,0,low
1,0,17,5,12,177,370,0,1,1,1,high
0,0,17,6,12,165,303,0,1,1,0,medium
1,1,17,7,12,192,273,1,1,1,0,low
0,0,17,10,12,89,270,1,1,1,0,low
0,0,17,1,12,75,269,0,0,1,0,medium
0,0,17,9,12,103,310,0,1,3,1,medium
1,1,17,6,12,122,365,1,1,2,0,low
0,0,17,6,12,194,497,1,1,0,0,low
1,1,17,9,12,50,482,1,1,0,0,low
0,0,17,0,12,0,0,1,0,0,0,low
1,1,17,1,12,121,231,1,1,3,0,low
0,0,17,1,12,6,420,1,1,2,0,low
1,0,17,7,12,17,1,1,0,0,0,medium
0,0,17,8,12,133,138,1,0,1,0,low
1,0,17,8,12,185,319,0,0,0,1,medium
